CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,CONSTRUCTION_AGE_BAND,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT
57,59,Bungalow,Detached,56,57,245,238,7.6,40,7.4,163,91,991,1009,118,118,116.41,Single,Y,NO DATA!,,,2106,100,double glazing installed before 2002,Normal,0,7,7,20,0,From main system,Very Good,Very Good,"Suspended, limited insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, electric",N/A,N/A,"Roof room(s), no insulation",Poor,Poor,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 20% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.54,0,N,natural,England and Wales: 1996-2002,,
51,72,House,Mid-Terrace,44,64,367,220,6.1,65,3.7,120,60,1120,905,118,80,94,Single,Y,NODATA!,,,2107,100,"double glazing, unknown install date",Normal,1,4,4,0,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.51,,N,natural,England and Wales: before 1900,,
61,71,House,Mid-Terrace,58,70,306,219,3.6,51,2.6,50,37,596,450,111,90,71.36,Unknown,Y,NO DATA!,,,2102,28,"double glazing, unknown install date",Normal,0,4,4,62,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Some double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, electric",N/A,N/A,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 62% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.76,0,N,natural,England and Wales: 1900-1929,,
61,62,House,End-Terrace,54,55,324,319,4.2,54.3,4.1,58,36,593,597,85,85,76.8,Single,Y,NO DATA!,,,2104,100,"double glazing, unknown install date",Normal,0,5,5,40,0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 150mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.5,0,N,natural,England and Wales: 1930-1949,,
77,78,Flat,Detached,79,80,154,151,1.6,27,1.5,57,45,275,277,99,99,58,Single,Y,1st,N,,2106,100,double glazing installed during or after 2002,Normal,0,3,3,71,0,From main system,Good,Good,(another dwelling below),NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),0,unheated corridor,5,2.4,,N,natural,England and Wales: 1983-1990,,
63,86,House,Mid-Terrace,59,85,298,108,3.1,53,1.2,60,41,505,416,168,68,59,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,56,0,From main system,Average,Average,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 56% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1930-1949,,
74,82,Flat,Enclosed End-Terrace,76,75,302,313,1.4,45,1.4,19,19,189,104,96,96,30.17,Single,N,2nd,Y,3,2602,100,double glazing installed during or after 2002,Normal,0,2,2,100,0,"Electric immersion, off-peak",Average,Poor,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,"Pitched, insulated (assumed)",Good,Good,"Room heaters, electric",Very Poor,Poor,Appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity - this is for backwards compatibility only and should not be used,0,unheated corridor,6.13,2.37,0,N,natural,England and Wales: 2007 onwards,,
43,63,House,Semi-Detached,37,56,470,295,7,79,4.4,67,48,1012,697,251,136,88.25,Single,Y,NO DATA!,,,2102,100,double glazing installed before 2002,Normal,1,6,3,60,0,"From main system, no cylinder thermostat",Poor,Poor,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Average,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.63,0,N,natural,England and Wales: 1930-1949,,
75,77,House,Mid-Terrace,75,76,181,176,2.2,29.7,2.1,53,33,305,309,75,75,74.2,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,40,0,From main system,Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 1950-1966,,
63,70,Bungalow,Detached,61,69,234,188,3.7,45,2.9,78,45,594,504,94,84,81.14,Single,Y,NODATA!,,,2104,100,double glazing installed during or after 2002,Normal,0,4,4,25,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.49,0,,natural,England and Wales: 1983-1990,8,2
56,56,Bungalow,Semi-Detached,56,56,388,388,2.6,75,2.6,21,21,497,497,59,59,34.83,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,2,2,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.67,0,,"mechanical, extract only",England and Wales: 1930-1949,5,5
69,76,Flat,Mid-Terrace,64,73,298,227,2.6,50,1.9,39,26,405,328,83,73,51.25,Single,Y,1st,N,2,2104,100,double glazing installed before 2002,Normal,0,3,3,50,0,From main system,Good,Good,"To unheated space, uninsulated (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,no corridor,,2.47,0,N,natural,England and Wales: 1967-1975,,
47,56,House,Semi-Detached,43,51,352,290,6.1,68,5,73,47,999,857,110,87,89.22,Single,Y,NODATA!,,,2106,60,double glazing installed before 2002,Normal,1,5,5,44,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 44% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.31,0,,natural,England and Wales: 1930-1949,9,4
64,75,House,Semi-Detached,57,71,294,201,4,49,2.8,52,39,514,378,148,107,94.2,Single,Y,NO DATA!,,,2104,100,"double glazing, unknown install date",Normal,0,5,5,67,0,From main system,Average,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Average,Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.45,0,N,natural,England and Wales: 1930-1949,,
37,56,House,Mid-Terrace,32,48,530,358,7.7,88.8,5.2,78,43,1060,754,199,141,86.48,Single,Y,NO DATA!,,,2102,0,INVALID!,Normal,0,4,4,20,0,"From main system, no cylinderstat",Poor,Average,"Solid, no insulation (assumed)",N/A,N/A,Single glazed,Very Poor,Very Poor,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Average,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 20% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,England and Wales: 1950-1966,,
74,74,House,End-Terrace,70,70,211,211,2.6,35,2.6,38,38,422,422,92,92,74.94,Single,Y,NO DATA!,,,2106,100,double glazing installed before 2002,Normal,0,5,5,100,0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.65,0,N,natural,England and Wales: 1900-1929,,
57,58,House,Semi-Detached,48,48,315,312,5.2,61,5.2,66,46,760,765,108,108,85.79,Single,Y,NO DATA!,,,2106,92,"double glazing, unknown install date",Normal,1,5,5,57,1,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Mostly double glazing,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, smokeless fuel",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 57% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.62,0,N,natural,England and Wales: 1930-1949,,
69,71,Flat,Detached,50,52,456,433,3.3,77,3.1,35,35,334,350,178,134,43,dual,N,Ground,N,,2401,100,double glazing installed during or after 2002,Normal,0,2,2,100,0,"Electric immersion, off-peak",Average,Poor,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,(another dwelling above),N/A,N/A,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity (not community),0,unheated corridor,5,2.3,,N,natural,England and Wales: 1967-1975,,
72,87,House,End-Terrace,70,86,200,87,2.7,35,1.2,56,56,488,413,104,69,76,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,5,5,90,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 90% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.3,,N,natural,England and Wales: 1950-1966,,
55,76,House,Mid-Terrace,47,71,359,189,5,63,2.7,53,53,955,707,99,67,79,Single,Y,NODATA!,,,2104,100,"double glazing, unknown install date",Normal,1,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.9,,N,natural,England and Wales: before 1900,,
69,76,House,Mid-Terrace,70,76,180,140,3,34,2.3,88,46,443,359,141,125,87.03,Single,Y,NODATA!,,,2106,100,"double glazing, unknown install date",Normal,0,5,4,10,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,Portable electric heaters (assumed),N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 10% of fixed outlets,Poor,Poor,mains gas (not community),0,NO DATA!,,2.4,0,,natural,England and Wales: 1976-1982,10,1
75,77,House,Mid-Terrace,75,76,181,176,2.2,29.7,2.1,59,37,360,364,89,89,74.2,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,40,0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 1950-1966,,
48,50,House,Semi-Detached,42,43,407,401,6.2,68,6.1,85,47,955,964,101,101,91.017,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,1,4,4,18,0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Flat, limited insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Very Good,Very Good,Programmer and room thermostat,Average,Average,Low energy lighting in 18% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.8,0,N,natural,England and Wales: 1900-1929,,
49,50,House,Semi-Detached,48,48,429,427,4.8,65,4.8,64,41,512,520,233,233,74.16,dual,Y,NO DATA!,,,2401,100,double glazing installed before 2002,Normal,0,4,1,44,0,"Electric immersion, off-peak",Very Poor,Poor,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,Portable electric heaters,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 44% of fixed outlets,Average,Average,electricity - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.37,0,N,natural,England and Wales: 1950-1966,,
56,82,House,End-Terrace,48,79,354,135,4.8,63,1.9,57,57,924,556,99,67,77,Single,Y,NODATA!,,,2106,95,"double glazing, unknown install date",Normal,1,4,4,89,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Mostly double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 89% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.92,,N,natural,England and Wales: 1900-1929,,
56,63,House,Mid-Terrace,53,61,318,264,3.6,61,3,43,34,631,539,84,74,59.5,Single,Y,NODATA!,,,2107,90,"double glazing, unknown install date",Normal,1,3,3,71,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Mostly double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.7,0,,natural,England and Wales: 1900-1929,7,5
70,71,House,Mid-Terrace,65,67,245,233,3.3,41,3.1,46,36,423,407,78,78,80.62,Single,Y,NO DATA!,,,2104,100,double glazing installed during or after 2002,Normal,0,5,5,72,0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 72% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.65,0,N,natural,England and Wales: 1900-1929,,
48,56,House,Mid-Terrace,47,54,396,334,5,65,4.2,53,41,890,782,121,99,76.4,Single,Y,NO DATA!,,,2107,100,double glazing installed before 2002,Normal,1,3,3,71,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, electric",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.75,0,N,natural,England and Wales: 1900-1929,,
76,77,Flat,NO DATA!,79,82,158,139,1.4,30,1.2,34,34,261,233,69,69,46.8,Single,Y,1st,Y,,2106,100,double glazing installed before 2002,Normal,0,2,2,75,0,From main system,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),0,no corridor,,2.4,0,,natural,England and Wales: 1976-1982,4,3
66,72,House,Semi-Detached,63,72,212,163,3.8,41,2.9,49,49,579,466,148,112,92,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,6,6,100,0,From main system,Average,Average,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 100mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.3,0,,natural,England and Wales: 1930-1949,9,9
66,73,Bungalow,Semi-Detached,61,69,307,248,2.9,51.3,2.4,57,29,460,390,77,77,64.5,Single,Y,NO DATA!,,,2106,100,double glazing installed before 2002,Normal,1,3,3,0,0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,N/A,N/A,"Pitched, 150mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 1930-1949,,
